"","imdb_title_id","title","year","genre","duration","country","language","director","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"29520","tt0115683","Tonto + tonto",1996,"Comedy",88,"USA","English","Jason Bloom",4.5,25670,15000000,13427615,13427615,1,150,29
"29522","tt0115685","Piume di struzzo",1996,"Comedy",117,"USA","English","Mike Nichols",7.1,78136,31000000,124060553,185260553,72,203,78
"29550","tt0115759","Nome in codice: Broken Arrow",1996,"Action, Adventure, Thriller",108,"USA","English","John Woo",6.1,89434,50000000,70770147,150270147,61,218,88
"29560","tt0115783","Bulletproof",1996,"Action, Comedy, Crime",84,"USA","English","Ernest R. Dickerson",5.8,34624,25000000,21576954,22611954,30,66,34
"29574","tt0115836","A spasso col rapinatore",1996,"Comedy",89,"USA","English","Arthur Hiller",5,4429,17000000,3325651,3325651,15,34,15
"29585","tt0115862","L'ultimo appello",1996,"Crime, Drama, Thriller",113,"USA","English","James Foley",6,12443,50000000,14551359,22540359,45,59,41
"29665","tt0116130","Giù le mani dal mio periscopio",1996,"Comedy",92,"USA","English","David S. Ward",6.2,20695,31000000,25785603,37553752,39,92,32
"29679","tt0116165","Ed - Un campione per amico",1996,"Comedy, Family, Sport",94,"USA","English","Bill Couturié",2.7,8063,24000000,4422380,4422380,25,46,17
"29695","tt0116213","L'eliminatore - Eraser",1996,"Action, Drama, Thriller",115,"USA","English","Chuck Russell",6.1,101977,100000000,101295562,242295562,56,149,78
"29697","tt0116225","Fuga da Los Angeles",1996,"Action, Adventure, Sci-Fi",101,"USA","English","John Carpenter",5.8,68450,50000000,25477365,25477365,54,251,131
"29705","tt0116250","Evita",1996,"Biography, Drama, History",135,"USA","English","Alan Parker",6.3,33567,55000000,50047179,141047179,45,212,69
"29737","tt0116322","Flipper",1996,"Adventure, Family",95,"USA","English","Alan Shapiro",5.3,10022,25530000,20080020,20080020,43,34,24
"29739","tt0116324","Amori e disastri",1996,"Comedy",92,"USA","English","David O. Russell",6.7,17458,7000000,14702438,14702438,81,107,55
"29761","tt0116404","Bus in viaggio",1996,"Drama, History",120,"USA","English","Spike Lee",6.7,5029,2400000,5754249,5754249,84,43,34
"29766","tt0116414","Girl 6 - Sesso in linea",1996,"Comedy, Drama",108,"USA","English","Spike Lee",5.1,5805,12000000,4939939,4939939,44,30,33
"29787","tt0116483","Un tipo imprevedibile",1996,"Comedy, Sport",92,"USA","English","Dennis Dugan",7,192461,12000000,38824099,41205099,31,323,72
"29830","tt0116629","Independence Day",1996,"Action, Adventure, Sci-Fi",145,"USA","English","Roland Emmerich",7,520255,75000000,306169268,817400891,59,946,201
"29853","tt0116705","Una promessa è una promessa",1996,"Adventure, Comedy, Family",89,"USA","English","Brian Levant",5.6,89388,60000000,60592389,129832389,34,195,93
"29881","tt0116756","Kazaam - Il gigante rap",1996,"Comedy, Family, Fantasy",93,"USA","English","Paul Michael Glaser",3,22805,20000000,18937262,18937262,24,107,22
"29890","tt0116778","Kingpin",1996,"Comedy, Sport",114,"USA","English","Bobby Farrelly, Peter Farrelly",6.9,75859,27000000,25023434,25023434,43,212,67
"29901","tt0116823","Per amore di Vera",1996,"Comedy, Family",93,"USA","English","Howard Franklin",5.7,6710,30000000,8315693,8315693,43,39,33
"29907","tt0116839","Il tagliaerbe 2 - The Cyberspace",1996,"Action, Sci-Fi, Thriller",93,"USA","English","Farhad Mann",2.5,8856,15000000,2409225,2409225,29,66,39
"29922","tt0116908","Spy",1996,"Action, Crime, Drama",121,"USA","English","Renny Harlin",6.8,71497,65000000,33447612,89456761,44,309,108
"29947","tt0116999","La stanza di Marvin",1996,"Drama",98,"USA","English","Jerry Zaks",6.7,25100,23000000,12803305,12803305,68,77,47
"29953","tt0117008","Matilda 6 mitica",1996,"Comedy, Family, Fantasy",98,"USA","English","Danny DeVito",6.9,123711,36000000,33459416,33459416,72,199,46
"29986","tt0117104","Scambio di identità",1996,"Comedy, Drama, Romance",105,"USA","English","Richard Benjamin",6.2,6796,25000000,10082005,10082005,35,58,20
"30025","tt0117218","Il professore matto",1996,"Comedy, Romance, Sci-Fi",95,"USA","English","Tom Shadyac",5.6,107928,54000000,128814019,273961019,62,115,60
"30051","tt0117318","Larry Flynt - Oltre lo scandalo",1996,"Biography, Drama",130,"USA","English","Milos Forman",7.3,86540,36000000,20300385,20300385,79,142,82
"30057","tt0117333","Phenomenon",1996,"Drama, Fantasy, Romance",123,"USA","English","Jon Turteltaub",6.4,73669,32000000,104636382,152036382,41,136,60
"30093","tt0117438","Ransom - Il riscatto",1996,"Action, Crime, Thriller",121,"USA","English","Ron Howard",6.7,116536,80000000,136492681,309492681,60,182,84
"30108","tt0117500","The Rock",1996,"Action, Adventure, Thriller",136,"USA","English","Michael Bay",7.4,307112,75000000,134069511,335062621,58,470,129
"30125","tt0117571","Scream",1996,"Horror, Mystery",111,"USA","English","Wes Craven",7.2,278908,14000000,103046663,173046663,65,974,264
"30135","tt0117608","Sergente Bilko",1996,"Comedy",93,"USA","English","Jonathan Lynn",5.9,21167,39000000,30356793,37956793,47,86,27
"30151","tt0117665","Sleepers",1996,"Crime, Drama, Thriller",147,"USA","English","Barry Levinson",7.6,183812,44000000,53315285,165615285,49,293,68
"30152","tt0117666","Lama tagliente",1996,"Drama",135,"USA","English","Billy Bob Thornton",8,85720,1000000,24444121,24444121,84,324,93
"30160","tt0117705","Space Jam",1996,"Animation, Adventure, Comedy",88,"USA","English","Joe Pytka",6.4,158796,80000000,90418342,230418342,59,186,67
"30170","tt0117731","Primo contatto",1996,"Action, Adventure, Drama",111,"USA","English","Jonathan Frakes",7.6,116079,45000000,92027888,146027888,71,324,166
"30184","tt0117765","Striptease",1996,"Comedy, Crime, Drama",115,"USA","English","Andrew Bergman",4.5,42098,40000000,33109743,113309743,37,140,57
"30194","tt0117791","Surviving Picasso",1996,"Biography, Drama, Romance",125,"USA","English","James Ivory",6.4,6797,16000000,2021348,2021348,55,26,25
"30198","tt0117802","Swingers",1996,"Comedy, Drama",96,"USA","English","Doug Liman",7.2,74052,200000,4555020,4555020,71,278,80
"30216","tt0117887","Music Graffiti",1996,"Comedy, Drama, Music",108,"USA","English","Tom Hanks",6.9,61290,26000000,25857416,34585416,71,230,76
"30218","tt0117894","L'occhio del male",1996,"Fantasy, Horror",93,"USA","English","Tom Holland",5.8,27421,8500000,15315484,15315484,33,146,82
"30226","tt0117913","Il momento di uccidere",1996,"Crime, Drama, Thriller",149,"USA","English","Joel Schumacher",7.5,128589,40000000,108766007,152266007,54,265,80
"30228","tt0117918","Tin Cup",1996,"Comedy, Drama, Romance",135,"USA","English","Ron Shelton",6.4,45385,45000000,53854588,53854588,60,85,57
"30236","tt0117958","Mosche da bar",1996,"Comedy, Drama",95,"USA","English","Steve Buscemi",7.1,13443,1300000,749741,749741,76,72,49
"30238","tt0117965","Effetto black out",1996,"Drama, Thriller",94,"USA","English","David Koepp",5.7,5979,8000000,3622979,3622979,66,65,29
"30250","tt0117998","Twister",1996,"Action, Adventure, Thriller",113,"USA","English","Jan de Bont",6.4,173857,92000000,241721524,494471524,68,442,119
"30267","tt0118073","Il ritorno della famiglia Brady",1996,"Comedy",90,"USA","English","Arlene Sanford",5.7,9814,12000000,21440752,21440752,56,68,30
"30280","tt0118111","Sognando Broadway",1996,"Comedy",84,"USA","English","Christopher Guest",7.5,26293,4000000,2923982,2923982,71,205,55
"30288","tt0118125","The Watermelon Woman",1996,"Comedy, Drama, Romance",90,"USA","English","Cheryl Dunye",7,1466,300000,1989,1989,74,13,31
"30319","tt0118301","Dead Man on Campus",1998,"Comedy",96,"USA","English","Alan Cohn",6.1,13342,14000000,15064946,15064946,27,103,27
"30348","tt0118583","Alien - La clonazione",1997,"Action, Horror, Sci-Fi",109,"USA","English","Jean-Pierre Jeunet",6.2,224408,75000000,47795658,161376069,63,728,250
"30351","tt0118589","Glitter",2001,"Drama, Music, Romance",104,"USA","English","Vondie Curtis-Hall",2.2,21298,22000000,4274407,5271666,14,319,75
"30364","tt0118615","Anaconda",1997,"Action, Adventure, Horror",89,"USA","English","Luis Llosa",4.8,93995,45000000,65885767,136885767,37,311,139
"30370","tt0118632","L'apostolo",1997,"Drama",89,"USA","English","Robert Duvall",7.2,13205,5000000,19868354,19868354,83,164,100
"30381","tt0118655","Austin Powers - Il controspione",1997,"Adventure, Comedy",94,"USA","English","Jay Roach",7,217740,16500000,53883989,67683989,51,450,120
"30383","tt0118661","The Avengers - Agenti speciali",1998,"Action, Adventure, Sci-Fi",89,"USA","English","Jeremiah S. Chechik",3.8,40374,60000000,23384939,23384939,12,471,118
"30386","tt0118665","Un genio in pannolino",1999,"Comedy, Crime, Family",97,"USA","English","Bob Clark",2.6,24780,12000000,27250736,36450736,6,186,50
"30409","tt0118708","Mai dire ninja",1997,"Action, Comedy",88,"USA","English","Dennis Dugan",5.6,37653,18000000,31480418,31480418,27,82,34
"30425","tt0118744","Obsession",1998,"Drama, Thriller",96,"USA","English","Jonathan Darby",5.5,9838,21000000,13583690,13583690,18,76,48
"30429","tt0118749","Boogie Nights - L'altra Hollywood",1997,"Drama",155,"USA","English","Paul Thomas Anderson",7.9,233772,15000000,26400640,43101594,85,605,185
"30442","tt0118771","Breakdown - La trappola",1997,"Crime, Drama, Mystery",93,"USA","English","Jonathan Mostow",6.9,48061,36000000,50159144,50159144,73,268,86
"30454","tt0118798","Bulworth - Il senatore",1998,"Comedy, Drama, Romance",108,"USA","English","Warren Beatty",6.8,24434,30000000,26528185,29202884,75,234,107
"30471","tt0118842","In cerca di Amy",1997,"Comedy, Drama, Romance",113,"USA","English","Kevin Smith",7.2,130737,250000,12021272,12021272,71,514,162
"30490","tt0118883","Ipotesi di complotto",1997,"Action, Mystery, Thriller",135,"USA","English","Richard Donner",6.7,92187,75000000,75982834,136982834,49,175,86
"30493","tt0118887","Cop Land",1997,"Crime, Drama, Thriller",105,"USA","English","James Mangold",6.9,84547,15000000,44862187,44862187,64,242,145
"30514","tt0118928","Dante's Peak - La furia della montagna",1997,"Action, Adventure, Thriller",108,"USA","English","Roger Donaldson",5.9,79800,116000000,67127760,178127760,43,315,101
"30529","tt0118972","L'ombra del diavolo",1997,"Action, Crime, Drama",111,"USA","English","Alan J. Pakula",6.2,57594,90000000,42868348,140807547,53,129,72
"30541","tt0118998","Il dottor Dolittle",1998,"Comedy, Family, Fantasy",85,"USA","English","Betty Thomas",5.4,90193,71500000,144156605,294456605,46,110,78
"30571","tt0119080","La baia di Eva",1997,"Drama",109,"USA","English","Kasi Lemmons",7.3,8461,6000000,14842388,14842388,78,214,40
"30575","tt0119086","Una ragazza sfrenata",1997,"Action, Comedy, Crime",101,"USA","English","Marco Brambilla",5.4,12518,20000000,14515490,14515490,34,106,48
"30584","tt0119109","Due padri di troppo",1997,"Comedy, Romance",98,"USA","English","Ivan Reitman",5.3,14512,85000000,28598376,28598376,43,58,35
"30590","tt0119123","Fire Down Below - L'inferno sepolto",1997,"Action, Drama, Thriller",105,"USA","English","Félix Enríquez Alcalá",5.1,16407,60000000,16228448,16228448,40,115,47
"30593","tt0119137","Flubber - Un professore tra le nuvole",1997,"Comedy, Family, Sci-Fi",93,"USA","English","Les Mayfield",5.3,83052,80000000,92977226,177977226,37,81,60
"30611","tt0119196","Conflitto di interessi",1998,"Crime, Mystery, Thriller",114,"USA","English","Robert Altman",5.7,10403,25000000,1677131,1677131,65,106,69
"30621","tt0119215","Missione Hamburger",1997,"Comedy, Family",95,"USA","English","Brian Robbins",5.7,25675,9000000,23712993,23712993,41,105,33
"30623","tt0119217","Will Hunting - Genio ribelle",1997,"Drama, Romance",126,"USA","English","Gus Van Sant",8.3,837379,10000000,138433435,225933435,70,899,164
"30631","tt0119229","L'ultimo contratto",1997,"Action, Comedy, Crime",107,"USA","English","George Armitage",7.3,86467,15000000,28084357,28084357,76,319,70
"30633","tt0119237","Gummo",1997,"Comedy, Drama",89,"USA","English","Harmony Korine",6.8,31402,1300000,116799,116799,19,407,53
"30645","tt0119256","Sydney",1996,"Crime, Drama",102,"USA","English","Paul Thomas Anderson",7.2,40454,3000000,222559,222559,78,167,75
"30668","tt0119304","Fast Food",1998,"Comedy, Romance, Drama",91,"USA","English","Dean Parisot",5.1,7965,35000000,10493366,10493366,45,87,43
"30672","tt0119311","Hoodlum",1997,"Crime, Drama",130,"USA","English","Bill Duke",6.3,10379,30000000,23499102,23499102,50,60,47
"30673","tt0119313","Ricominciare a vivere",1998,"Drama, Romance",114,"USA","English","Forest Whitaker",6.1,24103,30000000,60053195,81471882,42,167,68
"30674","tt0119314","L'uomo che sussurrava ai cavalli",1998,"Drama, Romance, Western",169,"USA","English","Robert Redford",6.6,38447,60000000,75383563,186883563,65,283,98
"30679","tt0119324","La casa del sì",1997,"Comedy, Drama",85,"USA","English","Mark Waters",6.6,7510,1500000,626057,626057,54,91,44
"30685","tt0119345","So cosa hai fatto",1997,"Horror, Mystery",101,"USA","English","Jim Gillespie",5.7,130567,17000000,72586134,125586134,52,445,163
"30688","tt0119349","Tempesta di ghiaccio",1997,"Drama",112,"USA","English","Ang Lee",7.4,52746,18000000,8038061,8038061,72,301,135
"30692","tt0119360","In & Out",1997,"Comedy, Romance",90,"USA","English","Frank Oz",6.4,37988,35000000,63856929,63856929,70,152,78
"30707","tt0119396","Jackie Brown",1997,"Crime, Drama, Thriller",154,"USA","English","Quentin Tarantino",7.5,309422,12000000,39673162,39673162,64,545,174
"30734","tt0119465","Baciami Guido",1997,"Comedy",86,"USA","English","Tony Vitale",6.1,1931,740000,1918497,1918497,46,24,23
"30742","tt0119488","L.A. Confidential",1997,"Crime, Drama, Mystery",138,"USA","English","Curtis Hanson",8.2,521530,35000000,64616940,126216940,90,715,132
"30750","tt0119509","Ci pensa Beaver",1997,"Comedy, Family",84,"USA","English","Andy Cadiff",5.2,3931,15000000,10925060,10925060,42,25,23
"30754","tt0119517","Amici & vicini",1998,"Comedy, Drama, Romance",100,"USA","English","Neil LaBute",6.3,7647,5000000,4714658,4714658,70,122,47
"30760","tt0119528","Bugiardo bugiardo",1997,"Comedy, Fantasy",86,"USA","English","Tom Shadyac",6.9,276072,45000000,181410615,302710615,70,294,80
"30792","tt0119592","Mad City - Assalto alla notizia",1997,"Crime, Drama, Thriller",114,"USA","English","Costa-Gavras",6.3,18934,50000000,10541523,10541523,45,77,67
"30809","tt0119640","La mia flotta privata",1997,"Action, Comedy",108,"USA","English","Bryan Spicer",4.6,6339,31190000,4529843,4529843,18,43,21
"30842","tt0119707","Mortal Kombat - Distruzione totale",1997,"Action, Adventure, Fantasy",95,"USA","English","John R. Leonetti",3.7,45886,30000000,35927406,51376861,11,289,70
"30845","tt0119715","Un topolino sotto sfratto",1997,"Comedy",98,"USA","English","Gore Verbinski",6.5,50512,38000000,61917389,122417389,54,114,73
"30847","tt0119718","Mr. Magoo",1997,"Adventure, Comedy, Family",87,"USA","English","Stanley Tong",4,14059,30000000,21437192,21437192,18,53,19
"30853","tt0119731","Delitto alla Casa Bianca",1997,"Action, Crime, Drama",107,"USA","English","Dwight H. Little",6.1,28034,40000000,25804707,25804707,47,66,61
"30862","tt0119746","I segreti del cuore",1997,"Comedy, Drama, Romance",93,"USA","English","Bart Freundlich",5.9,2413,2000000,523025,523025,58,37,35
"30871","tt0119778","Prossima fermata Wonderland",1998,"Comedy, Drama, Romance",104,"USA","English","Brad Anderson",6.6,4593,1000000,3395581,3395581,71,88,41
"30887","tt0119822","Qualcosa è cambiato",1997,"Comedy, Drama, Romance",139,"USA","English","James L. Brooks",7.7,270079,50000000,148478011,314178011,67,548,136
"30917","tt0119896","Romantici equivoci",1997,"Comedy, Drama, Romance",101,"USA","English","Glenn Gordon Caron",5.5,18595,10000000,31407873,44332015,44,75,58
"30925","tt0119925","L'uomo del giorno dopo",1997,"Action, Adventure, Drama",177,"USA","English","Kevin Costner",6.1,67730,80000000,17626234,17626234,29,426,85
"30934","tt0119937","Prefontaine",1997,"Biography, Drama, Romance",106,"USA","English","Steve James",6.8,6784,8000000,589304,589304,56,38,26
"30938","tt0119951","Private Parts",1997,"Biography, Comedy, Drama",109,"USA","English","Betty Thomas",6.9,33448,28000000,41230799,41230799,67,108,34
"30986","tt0120082","Scream 2",1997,"Horror, Mystery",120,"USA","English","Wes Craven",6.2,153698,24000000,101363301,172363301,63,523,210
"31023","tt0120169","I sapori della vita",1997,"Comedy, Drama",115,"USA","English","George Tillman Jr.",7.1,6839,7500000,43700855,43700855,68,32,33
"31026","tt0120176","Il prigioniero",1997,"Drama, Mystery, Thriller",110,"USA","English","David Mamet",7.1,21543,10000000,9593903,9593903,70,271,104
"31027","tt0120177","Spawn",1997,"Action, Drama, Horror",96,"USA","English","Mark A.Z. Dippé",5.3,63089,40000000,54870175,87840042,34,234,91
"31029","tt0120184","Sfera",1998,"Action, Mystery, Sci-Fi",134,"USA","English","Barry Levinson",6.1,97924,80000000,37020277,37020277,35,311,107
"31040","tt0120201","Starship Troopers - Fanteria dello spazio",1997,"Action, Adventure, Sci-Fi",129,"USA","English","Paul Verhoeven",7.2,264611,105000000,54814377,121214377,51,1147,201
"31055","tt0120241","Suicide Kings",1997,"Comedy, Crime, Drama",106,"USA","English","Peter O'Fallon",6.9,25806,5000000,1740156,1740156,43,162,44
"31072","tt0120303","Telling Lies in America",1997,"Drama, Music",101,"USA","English","Guy Ferland",6.2,2079,4000000,318809,318809,65,26,24
"31081","tt0120321","Smoke Signals",1998,"Comedy, Drama",89,"USA","English","Chris Eyre",7.1,9551,2000000,6745362,6745362,76,135,43
"31108","tt0120382","The Truman Show",1998,"Comedy, Drama, Sci-Fi",103,"USA","English","Peter Weir",8.1,910502,60000000,125618201,264118201,90,1165,238
