"","imdb_title_id","title","year","genre","duration","country","language","director","avg_vote","votes","budget","usa_gross_income","worlwide_gross_income","metascore","reviews_from_users","reviews_from_critics"
"46761","tt0438427","Side Effects",2005,"Comedy, Drama, Romance",90,"USA","English","Kathleen Slattery-Moschkau",4.9,1056,30000000,2216,2216,46,32,7
"46763","tt0438486","Ten 'til Noon",2006,"Crime, Mystery, Thriller",83,"USA","English","Scott Storm",5.5,1249,750000,6404,6404,57,23,14
"46786","tt0439289","Correndo con le forbici in mano",2006,"Comedy, Drama",116,"USA","English","Ryan Murphy",6.2,21739,12000000,7022827,7460797,52,193,137
"46793","tt0439478","The Boynton Beach Bereavement Club",2005,"Comedy, Romance",105,"USA","English","Susan Seidelman",6.4,934,1500000,3127472,3572758,61,29,34
"46827","tt0439833","Steel City",2006,"Crime, Drama, Thriller",95,"USA","English","Brian Jun",6.4,532,350000,10227,10227,67,13,23
"46834","tt0439876","What Love Is",2007,"Comedy, Romance",93,"USA","English","Mars Callahan",5.4,1227,8500000,18901,18901,14,34,14
"46860","tt0441007","Il mio sogno più grande",2007,"Biography, Drama, Sport",95,"USA","English","Davis Guggenheim",6.1,4000,9000000,2956339,3826568,52,27,63
"46885","tt0441773","Kung Fu Panda",2008,"Animation, Action, Adventure",92,"USA","English","Mark Osborne, John Stevenson",7.5,409544,130000000,215434591,631746197,74,429,275
"46890","tt0441796","Stay Alive",2006,"Fantasy, Horror, Mystery",85,"USA","English","William Brent Bell",5.1,29958,7000000,23086480,27298695,24,285,114
"46934","tt0443295","I tuoi, i miei e i nostri",2005,"Comedy, Family, Fantasy",88,"USA","English","Raja Gosnell",5.5,26343,45000000,53412862,72662923,38,118,75
"46939","tt0443431","Another Gay Movie",2006,"Comedy, Romance",92,"USA","English","Todd Stephens",4.9,8689,500000,654132,745327,37,72,47
"46950","tt0443489","Dreamgirls",2006,"Drama, Music, Musical",130,"USA","English","Bill Condon",6.5,67641,70000000,103365956,155430335,76,529,236
"46952","tt0443496","Edmond",2005,"Drama, Thriller",82,"USA","English","Stuart Gordon",6.2,11200,10000000,131719,243524,61,120,90
"46954","tt0443506","Film Geek",2005,"Comedy",78,"USA","English","James Westby",6.1,1047,10000,17341,17341,35,22,32
"46972","tt0443632","The Sentinel",2006,"Action, Crime, Thriller",108,"USA","English","Clark Johnson",6.1,47295,60000000,36280697,78810595,49,227,165
"46980","tt0443706","Zodiac",2007,"Crime, Drama, Mystery",157,"USA","English","David Fincher",7.7,443791,65000000,33080084,84785914,78,782,409
"47055","tt0445990","Imbattibile",2006,"Biography, Drama, Sport",105,"USA","English","Ericson Core",7.1,64773,40000000,57806952,58480828,63,160,125
"47061","tt0446046","Ti va di ballare?",2006,"Drama, Music",118,"USA","English","Liz Friedlander",6.6,24557,30000000,34742066,66500090,55,130,103
"47086","tt0446676","Deal - Il Re del Poker",2008,"Comedy, Drama, Thriller",85,"USA","English","Gil Cates Jr.",5.4,4313,5000000,61626,85076,35,23,26
"47132","tt0448075","Una voce nella notte",2006,"Crime, Drama, Horror",91,"USA","English","Patrick Stettner",5.9,14539,4000000,7836393,10639686,51,166,127
"47144","tt0448166","Two Weeks",2006,"Comedy, Drama",102,"USA","English","Steve Stockman",6.4,1904,2400000,47986,47986,44,20,35
"47175","tt0449059","Little Miss Sunshine",2006,"Comedy, Drama",101,"USA","English","Jonathan Dayton, Valerie Faris",7.8,431988,8000000,59891098,101058954,80,952,254
"47179","tt0449086","Dominion: Prequel to the Exorcist",2005,"Drama, Horror, Thriller",117,"USA","English","Paul Schrader",5.2,10303,30000000,251495,251495,55,138,83
"47180","tt0449088","Pirati dei Caraibi - Ai confini del mondo",2007,"Action, Adventure, Fantasy",169,"USA","English","Gore Verbinski",7.1,585229,300000000,309420425,960996492,50,1296,327
"47234","tt0450340","Identità sospette",2006,"Crime, Drama, Mystery",85,"USA","English","Simon Brand",6.5,28961,3700000,26403,3419456,44,89,62
"47238","tt0450385","1408",2007,"Fantasy, Horror, Mystery",104,"USA","English","Mikael Håfström",6.8,252014,25000000,71985628,132963417,64,638,314
"47261","tt0451069","The Gospel",2005,"Drama, Music",105,"USA","English","Rob Hardy",4.9,1984,4000000,15778152,15778152,46,71,24
"47263","tt0451079","Ortone e il mondo dei Chi",2008,"Animation, Adventure, Comedy",86,"USA","English","Jimmy Hayward, Steve Martino",6.8,127433,85000000,154529439,298572799,71,162,196
"47333","tt0452594","Ti odio, ti lascio, ti...",2006,"Comedy, Drama, Romance",106,"USA","English","Peyton Reed",5.8,123285,52000000,118703275,205668210,45,525,190
"47337","tt0452623","Gone Baby Gone",2007,"Crime, Drama, Mystery",114,"USA","English","Ben Affleck",7.6,245667,19000000,20292962,34612443,72,566,267
"47344","tt0452637","Lady in the Water",2006,"Drama, Fantasy, Mystery",110,"USA","English","M. Night Shyamalan",5.5,93773,70000000,42285169,72785169,36,1087,291
"47355","tt0452694","Un amore all'improvviso",2009,"Drama, Fantasy, Romance",107,"USA","English","Robert Schwentke",7.1,138570,39000000,63414846,101344412,47,276,218
"47357","tt0452702","Vacancy",2007,"Horror, Thriller",85,"USA","English","Nimród Antal",6.2,93037,19000000,19363565,35442935,54,346,230
"47394","tt0453453","Beer League",2006,"Comedy, Sport",86,"USA","English","Frank Sebastiano",5.9,7615,2800000,472185,472185,40,60,23
"47399","tt0453494","Hoot",2006,"Adventure, Comedy, Family",95,"USA","English","Wil Shriner",5.5,7791,15000000,8117637,8224998,46,71,49
"47410","tt0453562","42 - La vera storia di una leggenda americana",2013,"Biography, Drama, Sport",128,"USA","English","Brian Helgeland",7.5,83372,40000000,95020213,97470701,62,248,222
"47441","tt0454792","Bubble",2005,"Crime, Drama, Mystery",73,"USA","English","Steven Soderbergh",6.5,7651,1600000,145626,261966,63,111,96
"47475","tt0455326","Aqua Teen Hunger Force Colon Movie Film for Theaters",2007,"Animation, Action, Adventure",86,"USA","English","Matt Maiellaro, Dave Willis",6.7,13213,750000,5520368,5520368,54,77,82
"47492","tt0455760","Dead Silence",2007,"Horror, Mystery, Thriller",89,"USA","English","James Wan",6.2,83440,20000000,16809076,22382047,34,358,174
"47500","tt0455857","Chiamata da uno sconosciuto",2006,"Horror, Thriller",87,"USA","English","Simon West",5.1,42431,15000000,47860214,67062123,27,498,160
"47509","tt0455958","Fuga dal matrimonio",2006,"Comedy, Drama, Music",98,"USA","English","Edward Burns",6.1,4267,3000000,128911,818970,57,33,21
"47510","tt0455960","The Hitcher",2007,"Crime, Thriller",84,"USA","English","Dave Meyers",5.6,40111,10000000,16472961,25399945,28,283,180
"47595","tt0457308","Come Early Morning",2006,"Drama, Romance",97,"USA","English","Joey Lauren Adams",6.1,2561,6000000,119452,161408,64,28,36
"47602","tt0457400","Land of the Lost",2009,"Action, Adventure, Comedy",102,"USA","English","Brad Silberling",5.3,64796,100000000,49438370,68777554,32,287,156
"47605","tt0457433","Perfect Stranger",2007,"Crime, Horror, Mystery",109,"USA","English","James Foley",5.7,44367,60795000,23984949,73534117,31,184,166
"47631","tt0457939","L'amore non va in vacanza",2006,"Comedy, Romance",136,"USA","English","Nancy Meyers",6.9,237300,85000000,63224849,205841885,52,565,161
"47652","tt0458481","Sin City - Una donna per cui uccidere",2014,"Action, Crime, Thriller",102,"USA","English","Frank Miller, Robert Rodriguez",6.5,150021,65000000,13757804,39407616,46,265,363
"47786","tt0461770","Come d'incanto",2007,"Animation, Comedy, Family",107,"USA","English","Kevin Lima",7,173962,85000000,127807262,340487652,75,421,231
"47808","tt0462200","Black Snake Moan",2006,"Drama, Music",116,"USA","English","Craig Brewer",6.9,60390,15000000,9396870,10907485,52,224,199
"47812","tt0462229","Nome in codice - Cleaner",2007,"Action, Comedy, Crime",84,"USA","English","Les Mayfield",4.6,11179,20000000,8135024,10337477,33,32,52
"47816","tt0462244","Il campeggio dei papà",2007,"Comedy, Family",89,"USA","English","Fred Savage",3.1,15427,6000000,13235267,18197398,13,46,54
"47826","tt0462338","L'imbroglio",2006,"Comedy, Drama",116,"USA","English","Lasse Hallström",6.7,15915,25000000,7164995,11772461,70,73,139
"47827","tt0462346","How to Eat Fried Worms",2006,"Comedy, Family",80,"USA","English","Bob Dolman",5.3,5091,26000000,13040527,13098996,56,34,44
"47832","tt0462395","Larry the Cable Guy: Health Inspector",2006,"Comedy, Romance",89,"USA","English","Trent Cooper",3.3,10403,4000000,15680099,15680099,21,116,36
"47847","tt0462519","Scuola per canaglie",2006,"Comedy",100,"USA","English","Todd Phillips",5.9,28619,35000000,17807569,24470583,44,100,111
"47848","tt0462538","I Simpson - Il film",2007,"Animation, Adventure, Comedy",87,"USA","English","David Silverman",7.3,304958,75000000,183135014,536414270,80,852,295
"47853","tt0462579","The Treatment",2006,"Comedy, Drama, Romance",86,"USA","English","Oren Rudavsky",5.8,1037,900000,83354,83354,54,10,29
"47855","tt0462590","Step Up",2006,"Crime, Drama, Music",104,"USA","English","Anne Fletcher",6.5,109019,12000000,65328121,114197742,48,286,101
"47875","tt0463034","Tu, io e Dupree",2006,"Comedy, Romance",110,"USA","English","Anthony Russo, Joe Russo",5.6,77597,54000000,75628110,130628903,46,197,140
"47958","tt0465407","Un delfino per amico",2006,"Comedy, Drama, Family",102,"USA","English","Michael D. Sellers",5.7,932,2500000,72210,72310,54,20,18
"47970","tt0465538","Michael Clayton",2007,"Crime, Drama, Mystery",119,"USA","English","Tony Gilroy",7.2,154215,25000000,49033882,92991835,82,401,313
"47976","tt0465624","La mia super ex-ragazza",2006,"Comedy, Romance, Sci-Fi",96,"USA","English","Ivan Reitman",5.1,61024,30000000,22530295,61108981,50,213,85
"48032","tt0466856","ATL",2006,"Comedy, Crime, Drama",105,"USA","English","Chris Robinson",6.1,10578,20000000,21170563,21170563,63,98,51
"48033","tt0466893","Margaret",2011,"Drama",150,"USA","English","Kenneth Lonergan",6.4,15699,14000000,46495,564864,61,129,126
"48069","tt0468489","Half Nelson",2006,"Drama",106,"USA","English","Ryan Fleck",7.2,83310,700000,2697938,4660481,85,209,210
"48074","tt0468526","Old Joy",2006,"Drama",76,"USA","English","Kelly Reichardt",6.8,6278,300000,255923,301047,84,63,99
"48130","tt0469641","World Trade Center",2006,"Drama, History, Thriller",129,"USA","English","Oliver Stone",5.9,76697,65000000,70278893,163247198,66,580,244
"48186","tt0470679","Landshark: rischio a Wall Street",2008,"Drama",88,"USA","English","Austin Chick",5.3,4012,3400000,12636,12636,39,35,38
"48250","tt0472033","9",2009,"Animation, Action, Adventure",79,"USA","English","Shane Acker",7.1,131029,30000000,31749894,48428063,60,271,276
"48253","tt0472050","Bart Got a Room",2008,"Comedy",80,"USA","English","Brian Hecker",5.6,3965,2000000,53760,53760,57,25,29
"48267","tt0472198","Notorious B.I.G.",2009,"Biography, Crime, Drama",122,"USA","English","George Tillman Jr.",6.7,40309,20000000,36843682,44420167,60,105,132
"48273","tt0472399","Professione assassino",2011,"Action, Thriller",93,"USA","English","Simon West",6.6,148447,40000000,29121498,76130093,49,211,259
"48299","tt0473024","Crossover",2006,"Action, Sport",95,"USA","English","Preston A. Whitmore II",2.1,8908,5800000,7009668,7009668,30,34,26
"48304","tt0473075","Prince of Persia - Le sabbie del tempo",2010,"Action, Adventure, Fantasy",116,"USA","English","Mike Newell",6.6,267921,200000000,90759676,336365676,50,477,314
"48308","tt0473174","Coffee Date",2006,"Comedy, Romance",91,"USA","English","Stewart Wade",6.2,1404,200000,4412,4412,47,16,6
"48311","tt0473308","Waitress - Ricette d'amore",2007,"Comedy, Drama, Romance",108,"USA","English","Adrienne Shelly",7,43179,1500000,19074800,22240529,75,216,178
"48332","tt0473500","Che bel pasticcio",2006,"Comedy, Romance",97,"USA","English","Claudia Myers",5.2,644,2000000,7196,7196,38,22,6
"48393","tt0475390","Shut Up and Sing",2006,"Comedy, Drama, Music",96,"USA","English","Bruce Leddy",5.6,618,1000000,1236953,2811468,39,25,21
"48423","tt0475998","I pirati fannulloni",2008,"Animation, Adventure, Comedy",85,"USA","English","Mike Nawrocki",5.7,2569,15000000,12981269,13247725,49,26,36
"48460","tt0476964","Il buio nell'anima",2007,"Action, Crime, Drama",122,"USA","English","Neil Jordan",6.7,57722,70000000,36793804,69787394,56,304,185
"48468","tt0477051","Norbit",2007,"Comedy, Romance",103,"USA","English","Brian Robbins",4.1,67266,60000000,95673607,159814490,27,308,128
"48470","tt0477071","Premonition",2007,"Drama, Fantasy, Thriller",96,"USA","English","Mennan Yapo",5.9,71758,20000000,47852604,84297309,29,369,147
"48471","tt0477078","Rocket Science",2007,"Comedy, Drama",101,"USA","English","Jeffrey Blitz",6.6,12838,6000000,714943,763578,73,55,88
"48472","tt0477080","Unstoppable - Fuori controllo",2010,"Action, Thriller",98,"USA","English","Tony Scott",6.8,181877,100000000,81562942,167805466,69,371,325
"48484","tt0477302","Molto forte, incredibilmente vicino",2011,"Adventure, Drama, Mystery",129,"USA","English","Stephen Daldry",6.9,96631,40000000,31847881,55247881,46,378,292
"48522","tt0478087","21",2008,"Crime, Drama, History",123,"USA","English","Robert Luketic",6.8,225698,35000000,81159365,159808370,48,315,152
"48523","tt0478126","Cthulhu",2007,"Drama, Horror, Thriller",100,"USA","English","Dan Gildark",4.6,1919,750000,15213,15213,41,59,29
"48536","tt0478216","Nightmare Man",2006,"Comedy, Horror, Thriller",89,"USA","English","Rolfe Kanefsky",4,2240,250000,97182,97182,46,40,34
"48546","tt0478304","The Tree of Life",2011,"Drama, Fantasy",139,"USA","English","Terrence Malick",6.8,165385,32000000,13303319,58409247,85,1099,616
"48548","tt0478311","Molto incinta",2007,"Comedy, Romance",129,"USA","English","Judd Apatow",6.9,345741,30000000,148768917,219922417,85,586,247
"48578","tt0478970","Ant-Man",2015,"Action, Adventure, Comedy",117,"USA","English","Peyton Reed",7.3,553758,130000000,180202163,519311965,64,726,585
"48593","tt0479162","Special",2006,"Comedy, Drama, Sci-Fi",81,"USA","English","Hal Haberman, Jeremy Passmore",6.9,5335,1000000,7202,14967,57,42,56
"48610","tt0479500","Nancy Drew",2007,"Comedy, Crime, Family",99,"USA","English","Andrew Fleming",5.9,19141,20000000,25612520,30666930,53,107,86
"48614","tt0479537","Caccia spietata",2006,"Action, Drama, Thriller",115,"USA","English","David Von Ancken",6.7,29044,18000000,418296,1220058,62,140,135
"48653","tt0480239","Atlas Shrugged: Part I",2011,"Drama, Mystery, Sci-Fi",97,"USA","English","Paul Johansson",5.6,12980,20000000,4627375,4627375,28,330,65
"48654","tt0480242","L'amore secondo Dan",2007,"Comedy, Drama, Romance",98,"USA","English","Peter Hedges",6.7,96790,25000000,47642963,68474305,65,278,220
"48655","tt0480249","Io sono leggenda",2007,"Action, Adventure, Drama",101,"USA","English","Francis Lawrence",7.2,674397,150000000,256393010,585410052,65,1548,330
"48656","tt0480251","Ira & Abby",2006,"Comedy, Romance",104,"USA","English","Robert Cary",6.5,2132,3500000,221096,563611,62,24,29
"48673","tt0480687","Libera uscita",2011,"Comedy, Romance",105,"USA","English","Bobby Farrelly, Peter Farrelly",5.8,118561,36000000,45060734,86157237,45,174,239
"48688","tt0481141","Sapori e dissapori",2007,"Comedy, Drama, Romance",104,"USA","English","Scott Hicks",6.3,69523,28000000,43107979,92601050,50,144,175
"48705","tt0481499","I Croods",2013,"Animation, Action, Adventure",98,"USA","English","Kirk DeMicco, Chris Sanders",7.2,186660,135000000,187168425,587204668,55,239,272
"48762","tt0482603","Space Chimps - Missione spaziale",2008,"Animation, Adventure, Comedy",81,"USA","English","Kirk DeMicco",4.5,10639,37000000,30105968,65097693,36,48,78
"48763","tt0482606","The Strangers",2008,"Horror, Thriller",86,"USA","English","Bryan Bertino",6.2,115668,9000000,52597610,82410456,47,809,297
"48793","tt0483726","L'uomo dell'anno",2006,"Comedy, Drama, Romance",115,"USA","English","Barry Levinson",6.2,31529,20000000,37327390,42472472,39,243,105
"48795","tt0483756","Nobel son - Un colpo da Nobel",2007,"Comedy, Crime, Drama",110,"USA","English","Randall Miller",6.3,5550,4000000,540382,550782,28,43,58
"48832","tt0484562","Il risveglio delle tenebre",2007,"Adventure, Drama, Family",99,"USA","English","David L. Cunningham",4.8,14655,45000000,8794452,31852619,38,167,106
"48904","tt0486583","Fred Claus - Un fratello sotto l'albero",2007,"Comedy, Family, Fantasy",116,"USA","English","David Dobkin",5.6,38939,100000000,72006777,97838349,42,137,142
"49023","tt0489049","Fanboys",2009,"Adventure, Comedy, Drama",90,"USA","English","Kyle Newman",6.6,55643,3900000,688529,961203,45,75,78
"49028","tt0489212","The Living Wake",2007,"Comedy",91,"USA","English","Sol Tryon",6.3,861,500000,12232,12232,37,10,27
"49030","tt0489235","My Name Is Bruce",2007,"Comedy, Fantasy, Horror",84,"USA","English","Bruce Campbell",6.2,23435,1500000,173066,173066,36,93,108
"49032","tt0489244","La notte dei morti viventi",2006,"Horror",80,"USA","English","Jeff Broadstreet",3.1,3394,750000,271000,1657729,32,65,49
"49034","tt0489281","Stop-Loss",2008,"Drama, War",112,"USA","English","Kimberly Peirce",6.4,19506,25000000,10915744,11212953,61,104,145
"49035","tt0489282","Strange Wilderness",2008,"Adventure, Comedy",87,"USA","English","Fred Wolf",5.3,20765,20000000,6575282,6964734,12,129,58
"49074","tt0490196","L'amore si fa largo",2006,"Comedy",99,"USA","English","Nnegest Likké",3.2,8662,3000000,7061128,7403491,36,97,36
"49075","tt0490204","Reign Over Me",2007,"Drama",124,"USA","English","Mike Binder",7.4,92247,20000000,19661987,22242388,61,242,156
"49101","tt0491152","Something Borrowed - L'amore non ha regole",2011,"Comedy, Drama, Romance",112,"USA","English","Luke Greenfield",5.9,56809,35000000,39046489,65100369,36,183,133
"49102","tt0491162","Spiral",2007,"Drama, Thriller",90,"USA","English","Adam Green, Joel David Moore",6.4,3543,600000,3072,3072,40,38,45
"49158","tt0492956","Cambio di gioco",2007,"Comedy, Family, Sport",110,"USA","English","Andy Fickman",6.1,57633,22000000,90648202,147880543,44,91,116
"49199","tt0493949","Ramona and Beezus",2010,"Comedy, Drama, Family",104,"USA","English","Elizabeth Allen Rosenbaum",6.5,16955,15000000,26167002,27293743,56,55,79
"49227","tt0494652","A casa con i miei",2008,"Comedy, Romance",104,"USA","English","Malcolm D. Lee",5.5,13315,35000000,42436517,43655418,46,45,74
"49341","tt0497972","Tutti i numeri del sesso",2007,"Comedy, Drama, Fantasy",117,"USA","English","Daniel Waters",6,10593,5000000,23624,1229330,24,29,41
"49361","tt0498381","The Ring 3",2017,"Drama, Horror, Mystery",102,"USA","English","F. Javier Gutiérrez",4.5,36918,25000000,27793018,83080890,25,223,210
"49417","tt0499554","Reno 911!: Miami",2007,"Comedy, Crime",80,"USA","English","Robert Ben Garant",5.9,26072,10000000,20342161,22021262,47,78,88
"49460","tt0757361","Il matrimonio di mia sorella",2007,"Comedy, Drama",93,"USA","English","Noah Baumbach",6,19264,10000000,1959420,2900156,66,119,185
"49472","tt0758738","Chalk",2006,"Comedy, Drama",85,"USA","English","Mike Akel",6.2,1296,10000,302845,302845,70,30,26
"49475","tt0758752","Amore & altri rimedi",2010,"Comedy, Drama, Romance",112,"USA","English","Edward Zwick",6.7,177021,30000000,32367005,102820008,55,250,226
"49484","tt0758766","Scrivimi una canzone",2007,"Comedy, Music, Romance",104,"USA","English","Marc Lawrence",6.5,95415,40000000,50572589,145896422,59,303,166
"49491","tt0758794","We Are Marshall",2006,"Drama, Sport",131,"USA","English","McG",7.1,56474,65000000,43545364,43545364,53,186,89
"49503","tt0760311","Un uomo qualunque",2007,"Drama, Romance, Thriller",100,"USA","English","Frank A. Cappello",6.8,21795,600000,2431,83440,53,90,50
"49515","tt0762105","5 appuntamenti per farla innamorare",2009,"Comedy, Romance",98,"USA","English","Nia Vardalos",4.7,8128,3000000,11004,4243957,17,51,34
"49516","tt0762107","Io vi dichiaro marito e... marito",2007,"Comedy, Romance",115,"USA","English","Dennis Dugan",5.9,139443,85000000,120059556,187134117,37,265,176
"49520","tt0762121","Nativity",2006,"Drama, Family, History",101,"USA","English","Catherine Hardwicke",6.8,9747,35000000,37629831,46432264,52,215,124
"49529","tt0763831","Una bugia di troppo",2012,"Comedy, Drama",91,"USA","English","Brian Robbins",5.9,39649,40000000,18450127,24397992,26,116,73
"49537","tt0765010","Brothers",2009,"Action, Drama, Thriller",105,"USA","English","Jim Sheridan",7.1,109275,26000000,28544157,43474578,58,232,221
"49554","tt0765460","Cover",2007,"Drama, Thriller",98,"USA","English","Bill Duke",5.5,543,3600000,79436,79436,30,9,9
"49561","tt0765476","Piacere Dave",2008,"Adventure, Comedy, Family",90,"USA","English","Brian Robbins",5,37879,60000000,11803254,51339567,43,122,128
"49573","tt0768183","Day Zero",2007,"Drama",92,"USA","English","Bryan Gunnar Cole",5.9,2709,2000000,16659,16659,41,22,34
"49592","tt0770703","(S)ex list",2011,"Comedy, Romance",106,"USA","English","Mark Mylod",6.1,71429,20000000,14011084,30426096,35,107,149
"49596","tt0770752","Tutti pazzi per l'oro",2008,"Action, Adventure, Comedy",112,"USA","English","Andy Tennant",5.7,72455,70000000,70231041,111231041,29,158,179
"49601","tt0770814","Tennessee",2008,"Adventure, Comedy, Drama",99,"USA","English","Aaron Woodley",5.4,745,4000000,16100,16100,42,9,13
"49609","tt0772168","Grace Is Gone",2007,"Drama, War",85,"USA","English","Jim Strouse",6.7,9016,2000000,50899,1080022,65,49,89
"49640","tt0775488","Illegal Tender",2007,"Crime, Drama, Thriller",108,"USA","English","Franc. Reyes",5.5,2488,8000000,3106835,3106835,40,29,30
"49644","tt0775539","Stepping - Dalla strada al palcoscenico",2007,"Drama, Music, Romance",115,"USA","English","Sylvain White",5.4,21578,13000000,61356221,75511123,44,168,84
"49663","tt0778661","Daddy's Little Girls",2007,"Drama, Romance",100,"USA","English","Tyler Perry",5.7,6917,10000000,31366978,31609243,49,60,31
"49690","tt0780492","Canvas",2006,"Drama",101,"USA","English","Joseph Greco",6.5,977,1500000,35630,41010,67,28,33
"49695","tt0780511","Stanno tutti bene - Everybody's Fine",2009,"Drama",100,"USA","English","Kirk Jones",7.1,58117,21000000,9208876,16443609,47,133,162
"49702","tt0780548","Kid Cannabis",2014,"Biography, Comedy, Crime",110,"USA","English","John Stockwell",6.4,9344,5000000,5565,5565,54,35,19
"49706","tt0780571","Mr. Brooks",2007,"Crime, Drama, Thriller",120,"USA","English","Bruce A. Evans",7.3,141465,20000000,28549298,48443734,45,391,220
"49710","tt0780595","Redline",2007,"Action",102,"USA","English","Andy Cheng",4,8510,26000000,6881022,8267379,24,104,32
"49712","tt0780607","Signal",2007,"Horror, Sci-Fi, Thriller",103,"USA","English","David Bruckner, Dan Bush",6,20201,50000,251150,1040386,63,125,143
"49749","tt0783515","The Education of Charlie Banks",2007,"Drama",100,"USA","English","Fred Durst",6.6,4856,5000000,15078,15078,50,29,28
"49760","tt0783640","Era mio figlio",2019,"Drama, War",116,"USA","English","Todd Robinson",6.7,5449,20000000,2949212,3364426,51,163,44
"49771","tt0784972","I fratelli Solomon",2007,"Comedy",93,"USA","English","Bob Odenkirk",5.3,10466,10000000,900926,1035056,32,47,55
"49779","tt0785007","La sposa fantasma",2008,"Comedy, Fantasy, Romance",95,"USA","English","Jeff Lowell",5.2,23640,10000000,7563670,21458111,30,57,99
"49786","tt0785077","Who's Your Caddy?",2007,"Comedy, Sport",93,"USA","English","Don Michael Paul",2.2,14493,7000000,5713425,5713425,18,48,25
"49791","tt0787474","Boxtrolls - Le scatole magiche",2014,"Animation, Adventure, Comedy",96,"USA","English","Graham Annable, Anthony Stacchi",6.8,53484,60000000,50837305,108255770,61,143,237
"49817","tt0790657","Everybody Wants to Be Italian",2007,"Comedy, Romance",105,"USA","English","Jason Todd Ipson",5.8,1758,3000000,351416,532726,26,12,14
"49827","tt0790724","Jack Reacher - La prova decisiva",2012,"Action, Thriller",130,"USA","English","Christopher McQuarrie",7,301986,60000000,80070736,218340595,50,531,412
"49828","tt0790736","R.I.P.D. - Poliziotti dall'aldilà",2013,"Action, Adventure, Comedy",96,"USA","English","Robert Schwentke",5.6,115892,130000000,33618855,78324220,25,254,216
"49834","tt0790804","Il peggior allenatore del mondo",2007,"Comedy, Sport",84,"USA","English","Tom Brady",4.3,10934,20000000,13349927,13539154,25,47,50
"49848","tt0791304","Donne, regole... e tanti guai!",2007,"Comedy, Drama",113,"USA","English","Garry Marshall",5.8,23695,20000000,19103072,25000167,25,130,85
"49889","tt0795438","Cuori di vetro",2009,"Drama, Romance",99,"USA","English","Bill Duke",6.1,2735,5000000,10572742,10726909,43,23,41
"49915","tt0796375","You Kill Me",2007,"Comedy, Crime, Romance",93,"USA","English","John Dahl",6.5,17665,4000000,2429367,3748295,64,77,126
"49939","tt0799949","Epic Movie",2007,"Adventure, Comedy",86,"USA","English","Jason Friedberg, Aaron Seltzer",2.4,100874,20000000,39739367,87238158,17,688,114
"49947","tt0800069","Le colline hanno gli occhi 2",2007,"Horror, Thriller",89,"USA","English","Martin Weisz",5.1,59890,15000000,20804166,37697773,32,227,165
"49970","tt0800369","Thor",2011,"Action, Adventure, Fantasy",115,"USA","English","Kenneth Branagh",7,731043,150000000,181030624,449326618,57,917,563
"49997","tt0804461","Death Sentence",2007,"Action, Crime, Drama",105,"USA","English","James Wan",6.8,68198,20000000,9534258,16974459,36,343,176
"50001","tt0804497","5 giorni fuori",2010,"Comedy, Drama, Romance",101,"USA","English","Anna Boden, Ryan Fleck",7.1,132502,8000000,6363628,6491240,63,190,156
"50026","tt0805526","Affrontando i giganti",2006,"Drama, Fantasy, Sport",111,"USA","English","Alex Kendrick",6.6,15643,100000,10178331,10307987,38,413,30
"50113","tt0808526","Perdona e dimentica",2009,"Comedy, Drama",98,"USA","English","Todd Solondz",6.4,6782,4500000,281447,807162,69,33,153
"50163","tt0810913","Jack e Jill",2011,"Comedy",91,"USA","English","Dennis Dugan",3.3,76576,79000000,74158157,149673788,23,356,162
"50167","tt0810928","The Last Sin Eater",2007,"Drama",117,"USA","English","Michael Landon Jr.",5.6,1757,2200000,388390,388390,37,33,18
"50184","tt0811128","Turn the River",2007,"Drama",92,"USA","English","Chris Eigeman",5.8,1704,500000,5149,5149,55,12,20
"50219","tt0814130","The Hammer",2007,"Comedy, Romance, Sport",88,"USA","English","Charles Herman-Wurmfeld",7.2,5842,850000,443591,443591,57,26,33
"50253","tt0815178","Davanti agli occhi",2007,"Drama, Fantasy, Mystery",90,"USA","English","Vadim Perelman",6.3,13505,13000000,303439,7248490,38,82,78
"50260","tt0815244","Sydney White - Biancaneve al college",2007,"Comedy, Drama, Romance",108,"USA","English","Joe Nussbaum",6.2,45476,16500000,11892415,13620075,45,57,71
"50297","tt0817177","Il primo amore non si scorda mai",2010,"Comedy, Drama, Romance",90,"USA","English","Rob Reiner",7.7,79816,14000000,1755212,4225921,45,175,78
"50301","tt0817538","Drillbit Taylor",2008,"Action, Comedy, Crime",110,"USA","English","Steven Brill",5.7,57547,40000000,32862104,49944325,41,112,144
"50374","tt0822832","Io & Marley",2008,"Comedy, Drama, Family",111,"USA","English","David Frankel",7.1,144191,60000000,143153751,255743093,53,347,184
"50376","tt0822847","Priest",2011,"Action, Horror, Thriller",87,"USA","English","Scott Stewart",5.7,113397,60000000,29137000,78309505,41,274,202
"50378","tt0822854","Shooter",2007,"Action, Drama, Thriller",124,"USA","English","Antoine Fuqua",7.2,305429,61000000,47003582,95696996,53,377,203
"50401","tt0824747","Changeling",2008,"Biography, Crime, Drama",141,"USA","English","Clint Eastwood",7.7,233510,55000000,35739802,113398237,63,438,275
"50404","tt0825232","Non è mai troppo tardi",2007,"Comedy, Drama",97,"USA","English","Rob Reiner",7.4,226825,45000000,93466502,175372502,42,368,203
